"OTU","AUC","abs_AUC","WaldStatistic","DF","p_value","adj_p_value"
"G000143765",-0.0012,0.0012,26.0493,6,0.000218,0.000342461980830671
"G000747525",-0.0024,0.0024,14.2403,6,0.02706,0.0336164780192016
"G001006065",-0.0021,0.0021,16.0448,6,0.01352,0.0174231005110733
"G000686625",3e-04,0.0014,15.2694,6,0.01826,0.0231582202734073
"G002000245",8e-04,8e-04,3.6101,6,0.7293,0.751854093720516
"G001952815",0.0034,0.0035,41.0666,6,2.81e-07,6.54203125e-07
"G000988325",-0.0015,0.0016,49.0698,6,7.22e-09,1.92103571428571e-08
"G001899705",0.0014,0.0014,16.9924,6,0.009311,0.0122412264705882
"G001808025",-0.0044,0.0044,33.9977,6,6.734e-06,1.36287622967689e-05
"G001652725",0.0015,0.0016,10.3572,6,0.1104,0.127321871701654
"G000302595",-8e-04,8e-04,7.3496,6,0.2897,0.315983784383319
"G000190735",0.0014,0.0014,10.0355,6,0.1232,0.141189698170376
"G000799115",0.0052,0.0052,173.5359,6,0,0
"G000425145",-1e-04,1e-04,16.7331,6,0.01032,0.0134723058542413
"G900103545",-4e-04,5e-04,28.7181,6,6.878e-05,0.000115601182703811
"G000422945",0.0016,0.0016,11.3156,6,0.0791,0.0929354121863799
"G000403135",9e-04,9e-04,38.6866,6,8.245e-07,1.83358955223881e-06
"G001730525",-1e-04,1e-04,3.6744,6,0.7206,0.743742695214106
"G000166195",7e-04,0.001,22.6045,6,0.0009404,0.00137884204562397
"G001705515",-5e-04,5e-04,10.2023,6,0.1164,0.133755269922879
"G001596135",0.01,0.01,165.7302,6,0,0
"G002013915",-0.0015,0.0015,23.3884,6,0.0006763,0.00100449089261441
"G001636615",0.0077,0.0077,229.6763,6,0,0
"G001898335",-6e-04,6e-04,10.1998,6,0.1165,0.133854539081668
"G900142915",-4e-04,4e-04,3.0641,6,0.8008,0.8203195
"G000333295",6e-04,6e-04,9.0466,6,0.171,0.192316331198536
"G900100945",-0.0015,0.0015,15.2271,6,0.01856,0.0235174642442984
"G900103125",0.0011,0.0011,17.6801,6,0.007083,0.00942164506966049
"G900155965",8e-04,8e-04,16.6048,6,0.01085,0.0141416699801193
"G900101875",-2e-04,2e-04,67.7665,6,1.173e-12,4.16737066473988e-12
"G900110415",-0.001,0.001,8.8825,6,0.1803,0.202082311374516
"G001423945",3e-04,3e-04,22.9927,6,0.0007989,0.00117804507422402
"G001424305",0.0019,0.0019,29.0808,6,5.873e-05,9.97497098445596e-05
"G001027745",-0.0018,0.0018,29.5444,6,4.798e-05,8.25464170748775e-05
"G000258495",0.0011,0.0011,12.8837,6,0.04492,0.054341650879567
"G000708265",0.0013,0.0013,27.708,6,0.0001066,0.000174659180273242
"G900101435",-1e-04,1e-04,29.3803,6,5.154e-05,8.81928588828954e-05
"G900100705",0.0027,0.0027,14.3194,6,0.02627,0.0326887485764899
"G900111825",-0.0037,0.0037,54.0885,6,7.08e-10,2.06414902193242e-09
"G000633455",0.0032,0.0032,116.6628,6,0,0
"G001442625",1e-04,1e-04,8.5706,6,0.1992,0.221975388101983
"G001421515",2e-04,2e-04,0.1729,6,0.9999,1
"G001412215",0.0014,0.0014,10.8148,6,0.09427,0.109541673165544
"G900107535",9e-04,9e-04,17.8037,6,0.006742,0.00898994277966102
"G000832545",3e-04,4e-04,5.2555,6,0.5115,0.53901532361766
"G900103515",0.002,0.002,35.3813,6,3.635e-06,7.57182588434654e-06
"G000722885",4e-04,4e-04,19.3943,6,0.003547,0.00490110973724884
"G900112985",1e-04,1e-04,84.2903,6,4.441e-16,1.87436884120172e-15
"G900100435",6e-04,6e-04,15.9518,6,0.01402,0.0180367189952904
"G000410815",0.0046,0.0046,138.3385,6,0,0
"G000023825",0.0014,0.0014,92.8916,6,0,0
"G000170795",4e-04,4e-04,33.2686,6,9.309e-06,1.85425776787523e-05
"G001412655",-0.0031,0.0031,27.0361,6,0.0001426,0.000229588801571709
"G001721645",0.0012,0.0012,81.3615,6,1.887e-15,7.76108657465496e-15
"G900103665",4e-04,4e-04,20.8776,6,0.00193,0.00274192718867379
"G900129215",-0.001,0.001,4.4055,6,0.622,0.648303974562798
"G000020565",0,0,14.5123,6,0.02441,0.0304668028937682
"G000689375",-2e-04,2e-04,2.743,6,0.8403,0.857922570598007
"G000304455",3e-04,3e-04,5.1481,6,0.525,0.552353696373168
"G000426825",0.0026,0.0027,9.0307,6,0.1719,0.193173877271169
"G900113045",-0.0037,0.0037,46.4839,6,2.371e-08,6.06566441207076e-08
"G000422585",-9e-04,9e-04,5.108,6,0.53,0.557375681745268
"G000265505",-0.0031,0.0031,32.7254,6,1.184e-05,2.32822555488902e-05
"G000379765",-0.0016,0.0017,50.9513,6,3.029e-09,8.34608741944522e-09
"G000812565",-0.0014,0.0014,57.8951,6,1.203e-10,3.728427986133e-10
"G000807855",-0.0012,0.0012,15.2978,6,0.01806,0.0229193495934959
"G001308105",6e-04,8e-04,8.9605,6,0.1758,0.197285997945909
"G001683905",-6e-04,6e-04,10.3967,6,0.1089,0.125636156733928
"G000346615",-0.0017,0.0017,26.7916,6,0.0001584,0.000253615369586454
"G000348925",-0.0033,0.0033,41.561,6,2.245e-07,5.26402718168813e-07
"G000331535",1e-04,1e-04,16.8051,6,0.01003,0.0131215937208993
"G001657315",2e-04,2e-04,12.1688,6,0.05831,0.0696236692569208
"G900129725",-0.0042,0.0042,101.9367,6,0,0
"G001567185",-0.0012,0.0012,10.8516,6,0.09307,0.10831365443787
"G000183425",-9e-04,9e-04,81.9709,6,1.443e-15,5.96739360807401e-15
"G900142205",-9e-04,9e-04,6.9624,6,0.3243,0.351036455696203
"G001592935",-2e-04,2e-04,29.7307,6,4.422e-05,7.63715279241307e-05
"G001593005",0,0,2.3868,6,0.8809,0.896117782145443
"G001267955",-7e-04,7e-04,4.9025,6,0.5564,0.583703605717943
"G001592945",-0.0032,0.0032,60.7987,6,3.097e-11,1.00713948412698e-10
"G001747105",-2e-04,2e-04,25.0759,6,0.0003306,0.000508066947960619
"G001747095",0.0017,0.0017,4.6646,6,0.5875,0.614298245614035
"G001592965",-0.002,0.002,34.0744,6,6.508e-06,1.32012524752475e-05
"G900111145",-0.0031,0.0031,104.1663,6,0,0
"G000714815",0.0011,0.0011,7.0177,6,0.3192,0.34582051338548
"G000325705",0.0022,0.0024,12.0716,6,0.06039,0.07198488
"G000373245",0.0012,0.0012,12.8069,6,0.04621,0.055833534832289
"G000390185",-7e-04,7e-04,24.8703,6,0.0003609,0.000551272227399814
"G000222485",0.0048,0.0048,82.5433,6,1.11e-15,4.61163498098859e-15
"G001050135",0,1e-04,8.7737,6,0.1867,0.208779599727087
"G000427295",-0.0023,0.0023,68.1391,6,9.84e-13,3.50984983677911e-12
"G000265075",-0.0044,0.0044,64.6421,6,5.104e-12,1.74887581881533e-11
"G000295935",-3e-04,3e-04,30.4585,6,3.215e-05,5.67617773788151e-05
"G000298295",-0.0045,0.0045,78.1866,6,8.438e-15,3.38138924205379e-14
"G000330725",-0.004,0.004,54.7517,6,5.203e-10,1.53238400718778e-09
"G000265405",-0.0034,0.0034,73.8484,6,6.628e-14,2.51951109393119e-13
"G000473765",6e-04,6e-04,9.3994,6,0.1523,0.172528303190877
"G900107465",-0.0025,0.0025,57.5004,6,1.447e-10,4.44820193810566e-10
"G000381545",3e-04,3e-04,10.4406,6,0.1073,0.123935658914729
"G900129785",1e-04,1e-04,2.1759,6,0.9028,0.916310785426773
"G000166275",-0.0026,0.0026,23.8093,6,0.0005662,0.000848264899451554
"G001442615",-0.001,0.001,23.0666,6,0.0007745,0.00114343687134064
"G900112005",-0.0011,0.0011,33.5466,6,8.229e-06,1.64680476190476e-05
"G900116615",1e-04,1e-04,21.3646,6,0.001577,0.00225803989516599
"G000429445",-0.0026,0.0027,20.2314,6,0.002519,0.00353681410622501
"G000429425",-0.0016,0.0016,24.4839,6,0.0004253,0.000644139873710149
"G000429465",0.0023,0.0023,55.3043,6,4.024e-10,1.19444660428615e-09
"G000429405",3e-04,3e-04,10.3006,6,0.1125,0.129561424054339
"G001314815",-5e-04,5e-04,10.1425,6,0.1188,0.136401541155867
"G900100765",-0.0014,0.0014,15.661,6,0.01569,0.0200592121684867
"G900112255",-0.001,0.001,37.6232,6,1.331e-06,2.89965750996899e-06
"G000426725",-0.0026,0.0026,39.6614,6,5.309e-07,1.20407532287823e-06
"G000014145",-0.0028,0.0028,45.1248,6,4.42e-08,1.10041215189873e-07
"G000379725",-0.0054,0.0054,200.3654,6,0,0
"G001483135",-0.0073,0.0073,138.4115,6,0,0
"G000972495",-0.0097,0.0097,201.2671,6,0,0
"G000715495",-0.0019,0.0019,28.6352,6,7.131e-05,0.000119546972383225
"G000801315",-0.0051,0.0051,75.89,6,2.52e-14,9.85747016706444e-14
"G000737515",-0.0067,0.0067,109.1548,6,0,0
"G000420705",0.0034,0.0034,10.5456,6,0.1035,0.119757500882457
"G000961955",-7e-04,7e-04,24.1726,6,0.0004854,0.00073212018404908
"G000382225",-0.0057,0.0057,144.9942,6,0,0
"G000576555",-0.0048,0.0049,44.1505,6,6.901e-08,1.68649189860835e-07
"G000473365",-0.0023,0.0023,18.0717,6,0.006055,0.00812012409654984
"G001647285",-0.002,0.0021,17.3488,6,0.008083,0.0106968405329027
"G001577755",-0.0045,0.0045,40.2302,6,4.104e-07,9.42961121495327e-07
"G001078055",-0.0041,0.0041,36.7095,6,2.006e-06,4.29875877097407e-06
"G000373265",-0.007,0.007,121.9972,6,0,0
"G900156415",-0.0047,0.0047,61.1477,6,2.63e-11,8.59249833887043e-11
"G000277005",-0.0043,0.0043,35.1527,6,4.026e-06,8.34739278937381e-06
"G000472485",-0.0026,0.0026,23.9739,6,0.0005281,0.000794087981651376
"G000973725",-0.0025,0.0025,21.379,6,0.001568,0.00224548012232416
"G001611675",-0.007,0.007,89.3586,6,0,0
"G900116885",-0.0029,0.0029,29.9355,6,4.043e-05,7.01461926605505e-05
"G001281695",-0.0023,0.0023,19.8076,6,0.002996,0.00416727920792079
"G000430505",6e-04,7e-04,14.0243,6,0.02937,0.0363255665953968
"G001890965",-0.0019,0.0019,11.3618,6,0.07782,0.0915737561325835
"G000169175",-9e-04,9e-04,7.879,6,0.2471,0.271840407204385
"G000263195",-0.0053,0.0053,48.944,6,7.651e-09,2.0324131280389e-08
"G001306455",0.0015,0.0015,11.8631,6,0.06509,0.0772408664172801
"G000166395",-0.0076,0.0076,165.3921,6,0,0
"G900103285",-0.0056,0.0056,77.8566,6,9.881e-15,3.94678123476848e-14
"G900115665",-0.003,0.003,46.6967,6,2.151e-08,5.52440167145469e-08
"G000427405",-0.0039,0.0039,106.4782,6,0,0
"G000482465",-3e-04,3e-04,13.3285,6,0.03811,0.0464922143654633
"G000423565",-5e-04,7e-04,6.0075,6,0.4224,0.450627207637232
"G000218895",9e-04,0.001,15.023,6,0.02008,0.0253194922425952
"G001724175",-0.0038,0.0038,107.918,6,0,0
"G000566685",-0.0025,0.0025,31.9057,6,1.701e-05,3.16272149744753e-05
"G000023125",-0.0064,0.0064,116.2244,6,0,0
"G000428845",-0.0043,0.0043,63.9283,6,7.138e-12,2.41968603929679e-11
"G000701505",-0.0042,0.0042,63.3841,6,9.217e-12,3.10623639479095e-11
"G001870735",6e-04,7e-04,40.2104,6,4.141e-07,9.50796030819519e-07
"G000383955",-0.0035,0.0035,30.6461,6,2.961e-05,5.2598399566474e-05
"G000331105",-0.0037,0.0037,76.7934,6,1.643e-14,6.47585651302605e-14
"G000296815",-0.0027,0.0027,45.9373,6,3.047e-08,7.71080751415337e-08
"G001898575",-0.0025,0.0025,48.1376,6,1.109e-08,2.9207032672737e-08
"G000374025",-0.001,0.001,9.7838,6,0.1341,0.152915051020408
"G000374065",-0.0025,0.0026,20.6257,6,0.002141,0.00302943798561151
"G000374085",-0.0042,0.0043,61.6195,6,2.109e-11,6.92947076511861e-11
"G900112365",-6e-04,6e-04,29.81,6,4.272e-05,7.38847133309884e-05
"G000974425",-0.0011,0.0011,17.1327,6,0.008808,0.0116094185765983
"G000024525",-0.0033,0.0033,83.8758,6,5.551e-16,2.33184681759932e-15
"G000341755",-4e-04,4e-04,19.2051,6,0.003831,0.00527057274762171
"G000981645",-0.001,0.001,16.1071,6,0.01319,0.017017903437418
"G001874165",1e-04,1e-04,6.4644,6,0.3732,0.401010576923077
"G000621625",0.0012,0.0017,37.5955,6,1.348e-06,2.9347425282267e-06
"G001661595",0.0019,0.0019,9.4146,6,0.1516,0.171774904942966
"G900116425",-3e-04,3e-04,26.5219,6,0.0001779,0.000283131348114582
"G001899145",0.0015,0.0019,28.8073,6,6.616e-05,0.00011142617571502
"G000194605",4e-04,6e-04,26.5637,6,0.0001748,0.000278377846153846
"G001800985",-8e-04,8e-04,7.2975,6,0.2942,0.320572055401662
"G001802265",8e-04,8e-04,28.8144,6,6.596e-05,0.000111108365878726
"G001801015",-6e-04,6e-04,8.1569,6,0.2268,0.250826720647773
"G001437985",-7e-04,7e-04,48.8029,6,8.165e-09,2.1648587220275e-08
"G001437955",1e-04,1e-04,6.835,6,0.3364,0.363773652957994
"G001439105",-0.0014,0.0014,39.8374,6,4.903e-07,1.11663043075498e-06
"G000236705",0.0016,0.0016,5.3265,6,0.5027,0.530310212400772
"G000736515",-0.0037,0.0037,59.6691,6,5.254e-11,1.681895703125e-10
"G001438015",-0.001,0.001,8.0591,6,0.2338,0.257843355388584
"G001438305",-0.002,0.002,33.924,6,6.958e-06,1.40647424460432e-05
"G001438175",8e-04,8e-04,36.9779,6,1.778e-06,3.82600700218818e-06
"G000709555",3e-04,3e-04,5.2732,6,0.5093,0.536812025723473
"G000022605",-0.0012,0.0012,30.39,6,3.313e-05,5.83662522393407e-05
"G000262715",5e-04,5e-04,13.7042,6,0.03312,0.0406974984380857
"G000348805",-8e-04,8e-04,8.959,6,0.1759,0.19737569602921
"G000471965",-8e-04,8e-04,19.6802,6,0.003157,0.00438068830252575
"G000334405",-9e-04,9e-04,7.8297,6,0.2508,0.275694969818914
"G000093165",0.0013,0.0013,11.9821,6,0.06237,0.074201134768933
"G000236405",-0.0023,0.0023,77.4665,6,1.188e-14,4.72032e-14
"G000233435",7e-04,7e-04,9.0682,6,0.1698,0.191010432395333
"G000265465",-0.0011,0.0011,23.2656,6,0.0007122,0.00105605772014475
"G900089075",0.0052,0.0052,213.5739,6,0,0
"G000189415",-4e-04,5e-04,39.1964,6,6.55e-07,1.47229028571429e-06
"G900115015",-1e-04,2e-04,7.5916,6,0.2696,0.295107569011576
"G000382425",6e-04,6e-04,22.5541,6,0.0009604,0.00140753704918033
"G900142565",3e-04,3e-04,8.8623,6,0.1815,0.203334586466165
"G001418685",-0.002,0.002,58.3484,6,9.739e-11,3.04428881118881e-10
"G000374405",9e-04,0.0011,540.6467,6,0,0
"G000252855",-0.0011,0.0011,25.8708,6,0.0002353,0.000368637916202007
"G000495935",0.0064,0.0064,27.0893,6,0.0001393,0.000225012516425756
"G900141665",-5e-04,8e-04,5.4257,6,0.4905,0.518441208082545
"G000301075",-0.0015,0.0015,6.2552,6,0.3952,0.423400893343502
"G001747495",0.0028,0.0028,12.3625,6,0.05435,0.0651563940021943
"G001045435",0.001,0.001,4.8782,6,0.5595,0.586642819063866
"G000023725",-6e-04,7e-04,25.4113,6,0.0002865,0.000443342407553108
"G000735695",-0.002,0.002,61.1503,6,2.627e-11,8.58554935194417e-11
"G000812865",-9e-04,9e-04,11.3385,6,0.07846,0.0922495982783357
"G000422265",0.0034,0.0034,101.6036,6,0,0
"G000812875",9e-04,9e-04,2.5111,6,0.8672,0.883735212435233
"G000729985",0.0018,0.0018,47.252,6,1.667e-08,4.32426219994724e-08
"G000426465",6e-04,6e-04,6.8811,6,0.332,0.359134088659113
"G000735135",3e-04,3e-04,8.7796,6,0.1864,0.208467826680314
"G000735105",-7e-04,9e-04,51.3196,6,2.555e-09,7.08369608119538e-09
"G001693475",-0.0018,0.0019,39.0459,6,7.011e-07,1.57088571428571e-06
"G000737665",0.001,0.001,11.0331,6,0.08736,0.102151990487515
"G900116415",0.0032,0.0032,63.3682,6,9.286e-12,3.12841808838643e-11
"G001424585",-4e-04,4e-04,9.6171,6,0.1417,0.161039847451751
"G001424105",0,0,1.7318,6,0.9426,0.9526750668037
"G001424145",6e-04,6e-04,5.5627,6,0.4739,0.501866530260607
"G001507335",-0.0046,0.0046,123.0143,6,0,0
"G001507325",0.0081,0.0081,332.2316,6,0,0
"G001420285",-0.0018,0.0018,64.1827,6,6.334e-12,2.15680595567867e-11
"G900111495",0.001,0.001,5.8472,6,0.4405,0.468462960960311
"G000430825",0.0031,0.0031,28.1134,6,8.945e-05,0.000147915133680847
"G000430845",8e-04,8e-04,3.1792,6,0.786,0.806334654704778
"G000333355",0.0094,0.0094,266.9974,6,0,0
"G900129245",-0.0013,0.0013,6.699,6,0.3496,0.377383798024149
"G000799195",4e-04,5e-04,4.5779,6,0.599,0.625856991075223
"G000737775",4e-04,4e-04,14.8164,6,0.02173,0.0272985206949412
"G900142445",-0.0017,0.0018,41.6089,6,2.196e-07,5.1552790642158e-07
"G000737705",-0.0015,0.0015,8.7806,6,0.1863,0.208379686078253
"G001045465",5e-04,5e-04,13.4882,6,0.03591,0.043961028258434
"G900142785",-7e-04,8e-04,2.8139,6,0.8318,0.850303659043659
"G000737765",0.0018,0.0018,46.5949,6,2.254e-08,5.77536112558624e-08
"G001295265",-6e-04,6e-04,25.1409,6,0.0003215,0.000494777934272301
"G001021975",0.0066,0.0067,334.5043,6,0,0
"G900113975",-9e-04,9e-04,11.654,6,0.07015,0.0828853898834555
"G000799335",-9e-04,9e-04,63.4813,6,8.806e-12,2.96976008230453e-11
"G900116115",-7e-04,7e-04,9.9725,6,0.1258,0.144035068110374
"G000220525",-4e-04,4e-04,6.6774,6,0.3517,0.379484068466096
"G900130035",0.0024,0.0024,51.763,6,2.081e-09,5.8187529144157e-09
"G000509405",-0.0016,0.0016,8.6278,6,0.1956,0.218112076199116
"G001027945",-0.0043,0.0043,49.3657,6,6.299e-09,1.68693807189542e-08
"G001483385",0.0021,0.0022,19.3529,6,0.003607,0.00497981721184894
"G000430545",-0.0021,0.0021,38.2044,6,1.025e-06,2.25954942837929e-06
"G001439315",-5e-04,5e-04,11.9261,6,0.06364,0.0756479825939804
"G000153225",5e-04,6e-04,38.1787,6,1.037e-06,2.28549036306589e-06
"G000766805",0.0012,0.0012,22.6514,6,0.000922,0.00135327582089552
"G001761365",-0.0025,0.0025,18.14,6,0.005892,0.00791016081911263
"G001280865",-3e-04,3e-04,26.8172,6,0.0001567,0.000251138820078227
"G001439205",-0.0014,0.0014,49.543,6,5.805e-09,1.56101640689089e-08
"G000173095",9e-04,0.001,3.3737,6,0.7607,0.781603155365166
"G000192225",0.0019,0.0019,6.4542,6,0.3743,0.401929045643154
"G000174755",0.0083,0.0083,246.6183,6,0,0
"G000466425",-0.0034,0.0034,482.1709,6,0,0
"G000293175",-0.0016,0.0016,34.767,6,4.781e-06,9.82988793644156e-06
"G900106575",0.0032,0.0032,54.4276,6,6.048e-10,1.77222979737783e-09
"G000411115",0.0023,0.0024,30.4489,6,3.229e-05,5.69782630540104e-05
"G000220625",-6e-04,6e-04,32.0925,6,1.566e-05,2.96097750432609e-05
"G000379185",0.0017,0.0018,34.1101,6,6.406e-06,1.30077646087136e-05
"G000827695",9e-04,0.001,44.6246,6,5.557e-08,1.37064303987961e-07
"G001553545",0.0017,0.0017,3.7411,6,0.7117,0.73548316519546
"G900115315",6e-04,7e-04,91.4513,6,0,0
"G000213295",0.0035,0.0035,25.6889,6,0.0002544,0.000396665546218487
"G000173675",0.0037,0.0038,22.22,6,0.001105,0.00160867061435973
"G000318295",-0.0014,0.0014,32.9783,6,1.059e-05,2.09330773869347e-05
"G000023285",0.0015,0.0015,5.7301,6,0.4541,0.482404601922869
"G000271925",-0.0015,0.0015,33.0566,6,1.023e-05,2.02867150635209e-05
"G000318255",0.0015,0.0015,11.3351,6,0.07855,0.0923333373177146
"G900114085",1e-04,1e-04,37.4585,6,1.433e-06,3.10947087378641e-06
"G001549985",-0.0065,0.0065,144.9965,6,0,0
"G000243275",9e-04,0.001,2.7835,6,0.8355,0.853376298296635
"G000297875",0,1e-04,23.9392,6,0.0005359,0.000805201008403361
"G000246945",0.0072,0.0072,299.8341,6,0,0
"G000833025",0.0011,0.0011,27.2622,6,0.0001293,0.000209686048812665
"G900111065",4e-04,4e-04,28.7169,6,6.882e-05,0.000115648646616541
"G000633375",-9e-04,9e-04,6.1735,6,0.404,0.431981733173861
"G000413415",-7e-04,7e-04,86.591,6,1.11e-16,4.77295146480105e-16
"G000242135",0.0013,0.0016,7.912,6,0.2446,0.269210565193061
"G900142635",2e-04,2e-04,17.4916,6,0.007637,0.0101297893175074
"G001865835",0.0023,0.0024,9.5447,6,0.1452,0.16476999769213
"G000297855",0.0022,0.0022,102.9136,6,0,0
"G000242095",0.0045,0.0045,12.7073,6,0.04793,0.0577697781590881
"G001481655",0.0064,0.0064,674.0068,6,0,0
"G000807225",0.0028,0.0028,7.8219,6,0.2514,0.276261884009387
"G001485415",-0.0104,0.0104,760.5346,6,0,0
"G000242075",8e-04,9e-04,13.455,6,0.03635,0.0444775289287047
"G001874325",0.0031,0.0031,158.7131,6,0,0
"G000769915",-0.0015,0.0015,8.235,6,0.2214,0.245185540540541
"G900115875",-1e-04,2e-04,3.5447,6,0.738,0.760265241986172
"G001278115",0.0015,0.0015,33.9244,6,6.957e-06,1.40647424460432e-05
"G000378485",0.001,0.001,11.7924,6,0.06676,0.0791271351090756
"G000769825",0.001,0.001,51.6006,6,2.243e-09,6.25040011334656e-09
"G000769935",-6e-04,6e-04,65.3549,6,3.651e-12,1.26111464699684e-11
"G000422725",4e-04,4e-04,19.1694,6,0.003887,0.005344625
"G000240075",0.0021,0.0021,21.0872,6,0.00177,0.00252409802784223
"G000430025",2e-04,3e-04,5.6078,6,0.4685,0.496522146783059
"G000498475",-0.0025,0.0025,36.7458,6,1.974e-06,4.23295159180113e-06
"G000498495",-2e-04,2e-04,20.6701,6,0.002102,0.00297725306063661
"G000455605",0.0026,0.0026,8.539,6,0.2012,0.224077100792752
"G000422685",-0.0014,0.0014,17.8959,6,0.006498,0.00868342600896861
"G000967805",-0.0026,0.0026,28.9035,6,6.345e-05,0.00010708208340484
"G000686885",-8e-04,8e-04,26.9712,6,0.0001466,0.000235643085975809
"G000425465",2e-04,2e-04,38.3447,6,9.618e-07,2.12546993258427e-06
"G001423985",-8e-04,8e-04,12.502,6,0.05166,0.0621056772616137
"G001899155",-5e-04,5e-04,89.9688,6,0,0
"G000064305",6e-04,6e-04,12.999,6,0.04305,0.0521885724852071
"G000757385",0.0016,0.0016,26.777,6,0.0001594,0.000255091879576892
"G900100375",-0.0017,0.0017,72.8697,6,1.052e-13,3.95767712318286e-13
"G000419685",-1e-04,1e-04,10.0719,6,0.1217,0.139584534639608
"G000422705",-9e-04,0.001,9.8318,6,0.1319,0.150528559823604
"G000253275",-0.0011,0.0011,24.9066,6,0.0003553,0.000543055672987255
"G000737695",7e-04,7e-04,4.2882,6,0.6377,0.664034498094028
"G001705175",0.0016,0.0016,15.8362,6,0.01466,0.0188084070450098
"G000016645",9e-04,9e-04,1.9274,6,0.9263,0.937935976112026
"G001761465",0.0014,0.0015,38.2986,6,9.82e-07,2.16816075437809e-06
"G000611675",0.001,0.001,10.9906,6,0.08867,0.10354836480228
"G900100165",-4e-04,4e-04,31.363,6,2.161e-05,3.9434540731119e-05
"G000695795",-9e-04,9e-04,5.3815,6,0.4959,0.523642284977988
"G000744835",0.0047,0.0047,31.1108,6,2.414e-05,4.36865587044534e-05
"G000425505",-3e-04,3e-04,16.8873,6,0.009707,0.0127227293082767
"G000252125",2e-04,2e-04,12.3534,6,0.05453,0.0653482841823056
"G000264055",-6e-04,6e-04,4.0553,6,0.6692,0.694335598227474
"G900116665",-0.0023,0.0023,28.519,6,7.5e-05,0.000125412344839313
"G000260835",0,0,4.0525,6,0.6696,0.694604050632911
"G900119185",-7e-04,7e-04,3.5741,6,0.7341,0.75672320754717
"G000260115",-0.0012,0.0013,6.9245,6,0.3279,0.354816087147887
"G000300875",0.0016,0.0016,11.7539,6,0.06769,0.0801617846820809
"G900116365",-0.0016,0.0016,9.6962,6,0.138,0.157143584993052
"G000511935",-4e-04,4e-04,15.4347,6,0.01713,0.0217925510996119
"G000173115",0,0,9.2638,6,0.1593,0.179919168485127
"G001438245",0,0,9.1914,6,0.1631,0.183978596008259
"G001438225",0,0,19.8859,6,0.002902,0.00404568585199887
"G001439215",0,0,20.36,6,0.002389,0.00336389261168385
"G000024125",-0.0018,0.0018,20.4294,6,0.002322,0.00327330103211009
"G900115205",-6e-04,6e-04,28.4186,6,7.835e-05,0.000130570055922725
"G000220585",6e-04,6e-04,108.5504,6,0,0
"G001306415",-0.001,0.001,14.5057,6,0.02447,0.0305261930737029
"G000963865",0.0011,0.0011,8.3444,6,0.2139,0.237360934326337
"G001413955",0.0032,0.0032,17.6171,6,0.007264,0.00965065874088084
"G900129665",-7e-04,7e-04,6.3391,6,0.3863,0.41422682368335
"G001683915",3e-04,4e-04,39.3623,6,6.077e-07,1.37035583581747e-06
"G000745185",7e-04,0.0013,14.6566,6,0.0231,0.028919847231063
"G000224085",0.0016,0.0016,10.5935,6,0.1018,0.117845932901707
"G900112295",-9e-04,9e-04,8.4743,6,0.2054,0.228444198145216
"G900142405",7e-04,8e-04,42.1988,6,1.68e-07,3.98579493365501e-07
"G000382125",-7e-04,7e-04,8.8028,6,0.185,0.2070197997269
"G000190595",-0.0015,0.0015,11.6662,6,0.06984,0.0825488653846154
"G000799565",0.0029,0.0029,28.5946,6,7.258e-05,0.000121613855852786
"G000468615",0.001,0.001,2.4586,6,0.8731,0.889286939409632
"G000186265",2e-04,6e-04,14.7331,6,0.02244,0.0281222072129476
"G001430825",-0.0018,0.0018,18.1105,6,0.005962,0.00800086080786026
"G900141935",0.0014,0.0014,12.161,6,0.05847,0.0698062377079034
"G000424985",4e-04,4e-04,8.1834,6,0.225,0.248920013499831
"G000429545",9e-04,9e-04,25.093,6,0.0003282,0.000504536313897139
"G900129275",8e-04,8e-04,25.0176,6,0.0003389,0.000520090917602996
"G000733925",0.0016,0.0016,20.8421,6,0.001958,0.00278090294627383
"G001748465",8e-04,8e-04,3.4393,6,0.752,0.773795961075651
